  23.15435   23.15435    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
  26.22235   26.22235   26.22235   61.13585   61.13585    0.00000    0.00000    0.00000    0.00000
  32.36735   32.36735   32.36735   67.79885   67.79885   67.79885   97.02035   97.02035    0.00000
  41.60485   41.60485   41.60485   77.81635   77.81635   77.81635  108.37985  108.37985  108.37985
  53.95635   53.95635   53.95635   91.20485   91.20485   91.20485  123.45335  123.45335  123.45335
  69.44735   69.44735   69.44735  107.98135  107.98135  107.98135  142.19785  142.19785  142.19785
  88.10435   88.10435   88.10435  128.15885  128.15885  128.15885  164.56935  164.56935  164.56935
 109.95485  109.95485  109.95485  151.74435  151.74435  151.74435  190.52985  190.52985  190.52985
 135.02235  135.02235  135.02235  178.74035  178.74035  178.74035  220.04585  220.04585  220.04585
 163.33035  163.33035  163.33035  209.14835  209.14835  209.14835  253.08835  253.08835  253.08835
 194.89735  194.89735  194.89735  242.96585  242.96585  242.96585  289.63285  289.63285  289.63285
 229.74135  229.74135  229.74135  280.18885  280.18885  280.18885  329.65935  329.65935  329.65935
 267.87535  267.87535  267.87535  320.81435  320.81435  320.81435  373.14885  373.14885  373.14885
 309.31035  309.31035  309.31035  364.83685  364.83685  364.83685  420.08735  420.08735  420.08735
 354.05435  354.05435  354.05435  412.25135  412.25135  412.25135  470.46035  470.46035  470.46035
 402.11585  402.11585  402.11585  463.05285  463.05285  463.05285  524.25485  524.25485  524.25485
 453.49785  453.49785  453.49785  517.23635  517.23635  517.23635  581.46235  581.46235  581.46235
 508.20435  508.20435  508.20435  574.79635  574.79635  574.79635  642.07135  642.07135  642.07135
 566.23735  566.23735  566.23735  635.72735  635.72735  635.72735  706.07185  706.07185  706.07185
 627.59735  627.59735  627.59735  700.02335  700.02335  700.02335  773.45585  773.45585  773.45585
 692.28485  692.28485  692.28485  767.67935  767.67935  767.67935  844.21485  844.21485  844.21485
 760.29885  760.29885  760.29885  838.68885  838.68885  838.68885  918.34035  918.34035  918.34035
 831.63685  831.63685  831.63685  913.04685  913.04685  913.04685  995.82385  995.82385  995.82385
 906.29635  906.29635  906.29635  990.74635  990.74635  990.74635 1076.65835 1076.65835 1076.65835
 984.27435  984.27435  984.27435 1071.78135 1071.78135 1071.78135 1160.83535 1160.83535 1160.83535
1065.56735 1065.56735 1065.56735 1156.14585 1156.14585 1156.14585 1248.34635 1248.34635 1248.34635
1150.17035 1150.17035 1150.17035 1243.83335 1243.83335 1243.83335 1339.18385 1339.18385 1339.18385
1238.07985 1238.07985 1238.07985 1334.83585 1334.83585 1334.83585 1433.34035 1433.34035 1433.34035
1329.28935 1329.28935 1329.28935 1429.14685 1429.14685 1429.14685 1530.80735 1530.80735 1530.80735
1423.79385 1423.79385 1423.79385 1526.75885 1526.75885 1526.75885 1631.57535 1631.57535 1631.57535
1521.58735 1521.58735 1521.58735 1627.66535 1627.66535 1627.66535 1735.63785 1735.63785 1735.63785
1622.66335 1622.66335 1622.66335 1731.85785 1731.85785 1731.85785 1842.98435 1842.98435 1842.98435
1727.01485 1727.01485 1727.01485 1839.32785 1839.32785 1839.32785 1953.60835 1953.60835 1953.60835
1834.63585 1834.63585 1834.63585 1950.06785 1950.06785 1950.06785 2067.49885 2067.49885 2067.49885
1945.51785 1945.51785 1945.51785 2064.06935 2064.06935 2064.06935 2184.64735 2184.64735 2184.64735
2059.65335 2059.65335 2059.65335 2181.32385 2181.32385 2181.32385 2305.04535 2305.04535 2305.04535
2177.03435 2177.03435 2177.03435 2301.82135 2301.82135 2301.82135 2428.68235 2428.68235 2428.68235
2297.65285 2297.65285 2297.65285 2425.55485 2425.55485 2425.55485 2555.54885 2555.54885 2555.54885
2421.49985 2421.49985 2421.49985 2552.51235 2552.51235 2552.51235 2685.63535 2685.63535 2685.63535
2548.56585 2548.56585 2548.56585 2682.68635 2682.68635 2682.68635 2818.93135 2818.93135 2818.93135
2678.84285 2678.84285 2678.84285 2816.06535 2816.06535 2816.06535 2955.42585 2955.42585 2955.42585
2812.32085 2812.32085 2812.32085 2952.64035 2952.64035 2952.64035 3095.10935 3095.10935 3095.10935
2948.98935 2948.98935 2948.98935 3092.40085 3092.40085 3092.40085 3237.96985 3237.96985 3237.96985
3088.83935 3088.83935 3088.83935 3235.33535 3235.33535 3235.33535 3383.99785 3383.99785 3383.99785
3231.85985 3231.85985 3231.85985 3381.43335 3381.43335 3381.43335 3533.18035 3533.18035 3533.18035
3378.03985 3378.03985 3378.03985 3530.68435 3530.68435 3530.68435 3685.50685 3685.50685 3685.50685
3527.36935 3527.36935 3527.36935 3683.07635 3683.07635 3683.07635 3840.96535 3840.96535 3840.96535
3679.83735 3679.83735 3679.83735 3838.59785 3838.59785 3838.59785 3999.54385 3999.54385 3999.54385
3835.43135 3835.43135 3835.43135 3997.23685 3997.23685 3997.23685 4161.23035 4161.23035 4161.23035
3994.14035 3994.14035 3994.14035 4158.98135 4158.98135 4158.98135 4326.01135 4326.01135 4326.01135
4155.95185 4155.95185 4155.95185 4323.81985 4323.81985 4323.81985 4493.87485 4493.87485 4493.87485
4320.85435 4320.85435 4320.85435 4491.73785 4491.73785 4491.73785 4664.80785 4664.80785 4664.80785
4488.83535 4488.83535 4488.83535 4662.72435 4662.72435 4662.72435 4838.79735 4838.79735 4838.79735
4659.88185 4659.88185 4659.88185 4836.76435 4836.76435 4836.76435 5015.82935 5015.82935 5015.82935
4833.97985 4833.97985 4833.97985 5013.84635 5013.84635 5013.84635 5195.89085 5195.89085 5195.89085
5011.11735 5011.11735 5011.11735 5193.95535 5193.95535 5193.95535 5378.96685 5378.96685 5378.96685
5191.28085 5191.28085 5191.28085 5377.07835 5377.07835 5377.07835 5565.04385 5565.04385 5565.04385
5374.45585 5374.45585 5374.45585 5563.20035 5563.20035 5563.20035 5754.10735 5754.10735 5754.10735
